ku_id,type,canonical_name,name_en,source_task,created,updated,card_path
units/works/caravaggio-inspiration-saint-matthew,work,《圣马太的启示》,The Inspiration of Saint Matthew,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-inspiration-saint-matthew.md
units/works/caravaggio-john-baptist-borghese,work,《施洗者约翰》（博尔盖塞版本）,Saint John the Baptist (Borghese version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-john-baptist-borghese.md
units/works/caravaggio-john-baptist-ram-capitoline,work,《施洗者约翰与公羊》,Young Saint John the Baptist with a Ram,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-john-baptist-ram-capitoline.md
units/works/caravaggio-judith-barberini,work,《朱迪斯斩杀赫罗弗尼斯》（巴贝里尼宫版本）,Judith Beheading Holofernes (Palazzo Barberini version),,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-judith-barberini.md
units/works/caravaggio-judith-toulouse,work,《朱迪斯斩杀赫罗弗尼斯》（图卢兹对象）,Judith Beheading Holofernes (Toulouse object),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-judith-toulouse.md
units/works/caravaggio-lute-player-hermitage,work,《鲁特琴演奏者》（艾尔米塔什版本）,The Lute Player (Hermitage version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-lute-player-hermitage.md
units/works/caravaggio-madonna-loreto,work,《洛雷托圣母》,Madonna di Loreto,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-madonna-loreto.md
units/works/caravaggio-madonna-palafrenieri,work,《马夫圣母》,Madonna and Child with Saint Anne (Madonna dei Palafrenieri),,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-madonna-palafrenieri.md
units/works/caravaggio-madonna-rosary,work,《玫瑰经圣母》,Madonna of the Rosary,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-madonna-rosary.md
units/works/caravaggio-maffeo-barberini,work,马费奥·巴贝里尼肖像,Maffeo Barberini,,,,04-knowledge/units/works/caravaggio-maffeo-barberini.md
units/works/caravaggio-martha-mary-magdalene,work,《马大与抹大拉的马利亚》,Martha and Mary Magdalene,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-martha-mary-magdalene.md
units/works/caravaggio-martyrdom-saint-matthew,work,《圣马太殉难》,The Martyrdom of Saint Matthew,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-martyrdom-saint-matthew.md
units/works/caravaggio-martyrdom-saint-peter,work,卡拉瓦乔《圣彼得殉难》委托,Caravaggio’s Martyrdom of Saint Peter commission,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/caravaggio-martyrdom-saint-peter.md
units/works/caravaggio-martyrdom-saint-ursula,work,《圣乌尔苏拉殉难》,The Martyrdom of Saint Ursula,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-martyrdom-saint-ursula.md
units/works/caravaggio-medusa-murtola,work,《美杜莎》（穆尔托拉版本）,Medusa Murtola,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-medusa-murtola.md
units/works/caravaggio-medusa-uffizi,work,《美杜莎》（乌菲齐版本）,Medusa (Uffizi version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-medusa-uffizi.md
units/works/caravaggio-musicians,work,《音乐家们》,The Musicians,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-musicians.md
units/works/caravaggio-narcissus,work,《水仙》,Narcissus,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-narcissus.md
units/works/caravaggio-nativity-palermo,work,《圣方济各与圣劳伦斯在场的耶稣诞生》,Nativity with Saint Francis and Saint Lawrence,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-nativity-palermo.md
units/works/caravaggio-penitent-magdalene,work,《悔罪的抹大拉》,Penitent Magdalene,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-penitent-magdalene.md
units/works/caravaggio-portrait-fillide,work,《菲利德·梅兰德罗尼肖像》,Portrait of Fillide Melandroni,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-portrait-fillide.md
units/works/caravaggio-portrait-wignacourt,work,《阿洛夫·德·维尼亚库尔与侍从肖像》,Portrait of Alof de Wignacourt and his Page,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-portrait-wignacourt.md
units/works/caravaggio-raising-lazarus,work,《拉撒路复活》,The Raising of Lazarus,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-raising-lazarus.md
units/works/caravaggio-rest-flight-egypt,work,《逃往埃及途中的休息》,Rest on the Flight into Egypt,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-rest-flight-egypt.md
units/works/caravaggio-sacrifice-isaac-princeton,work,《以撒献祭》（原普林斯顿旧藏版本）,Sacrifice of Isaac (former Princeton version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-sacrifice-isaac-princeton.md
units/works/caravaggio-sacrifice-isaac-uffizi,work,《以撒献祭》（乌菲齐版本）,Sacrifice of Isaac (Uffizi version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-sacrifice-isaac-uffizi.md
units/works/caravaggio-saint-augustine-disputed,work,《圣奥古斯丁》（2011年公布对象）,Saint Augustine (object announced in 2011),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-saint-augustine-disputed.md
units/works/caravaggio-saint-catherine-alexandria,work,《亚历山大的圣凯瑟琳》,Saint Catherine of Alexandria,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-saint-catherine-alexandria.md
units/works/caravaggio-saint-francis-ecstasy,work,《圣方济各入神》,Saint Francis of Assisi in Ecstasy,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-saint-francis-ecstasy.md
units/works/caravaggio-saint-jerome-borghese,work,《书写中的圣哲罗姆》（博尔盖塞版本）,Saint Jerome Writing (Borghese version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-saint-jerome-borghese.md
units/works/caravaggio-saint-jerome-valletta,work,《书写中的圣哲罗姆》（瓦莱塔版本）,Saint Jerome Writing (Valletta version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-saint-jerome-valletta.md
units/works/caravaggio-salome-madrid,work,《莎乐美与施洗者圣约翰之首》（马德里版本）,Salome with the Head of John the Baptist (Madrid version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-salome-madrid.md
units/works/caravaggio-seven-works-mercy,work,《七件善事》,The Seven Works of Mercy,,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-seven-works-mercy.md
units/works/caravaggio-supper-emmaus-london,work,《以马忤斯的晚餐》（伦敦版本）,Supper at Emmaus (London version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-supper-emmaus-london.md
units/works/caravaggio-taking-christ-dublin,work,《逮捕基督》（都柏林版本）,The Taking of Christ (Dublin version),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-taking-christ-dublin.md
units/works/caravaggio-taking-christ-odesa,work,《逮捕基督》（敖德萨复制品）,The Taking of Christ (Odesa copy),chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-taking-christ-odesa.md
units/works/caravaggio-young-sick-bacchus,work,《生病的巴克斯》,Young Sick Bacchus,chp-1,2026-09-13,2026-09-14,04-knowledge/units/works/caravaggio-young-sick-bacchus.md
units/works/carlo-dolci-sir-john-finch,work,约翰·芬奇爵士肖像,Portrait of Sir John Finch,front-matter,2026-09-15,2026-09-15,04-knowledge/units/works/carlo-dolci-sir-john-finch.md
units/works/carlo-dolci-sir-thomas-baines,work,托马斯·贝恩斯,Sir Thomas Baines,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/carlo-dolci-sir-thomas-baines.md
units/works/carlo-maratta-cardinal-antonio-barberini,work,安东尼奥·巴贝里尼枢机,Cardinal Antonio Barberini,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/carlo-maratta-cardinal-antonio-barberini.md
units/works/carlo-maratta-charles-fox,work,查尔斯·福克斯肖像,Portrait of Charles Fox,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/carlo-maratta-charles-fox.md
units/works/carlo-maratta-sir-thomas-isham,work,托马斯·伊舍姆,Sir Thomas Isham,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/carlo-maratta-sir-thomas-isham.md
units/works/claude-mellan-vincenzo-giustiniani,work,文琴佐·朱斯蒂尼亚尼肖像,Portrait of Vincenzo Giustiniani,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/claude-mellan-vincenzo-giustiniani.md
units/works/claude-view-of-delphi-with-a-procession,work,有队列的德尔斐景观,View of Delphi with a Procession,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/claude-view-of-delphi-with-a-procession.md
units/works/comedy-performed-1635,work,1635 年演出的喜剧（题名未明）,Unidentified comedy performed in 1635,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/comedy-performed-1635.md
units/works/cortona-doria-pamfili-modelli-disputed,work,归于科尔托纳的多里亚—潘菲利画廊稿组（有争议）,Doria-Pamfili modelli attributed to Cortona (disputed),chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/cortona-doria-pamfili-modelli-disputed.md
units/works/domenichino-hunt-of-diana,work,狄安娜狩猎,Hunt of Diana,front-matter,2026-09-14,2026-09-25,04-knowledge/units/works/domenichino-hunt-of-diana.md
units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle,work,Prà广场整治原始方案,Original proposals for reclaiming Prà della Valle,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/domenico-cerato-original-proposals-for-reclaiming-pra-della-valle.md
units/works/facade-of-s-maria-del-giglio,work,百合圣母堂立面,Facade of S. Maria del Giglio,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/facade-of-s-maria-del-giglio.md
units/works/ferri-laparelli-altarpiece,work,费里《荣耀中的圣母与诸圣》（拉帕雷利祭坛）,Ciro Ferri’s Virgin in Glory with Saints for the Laparelli altar,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/ferri-laparelli-altarpiece.md
units/works/ferri-sant-agnese-cupola,work,费里《圣阿涅塞被引入天堂荣耀》穹顶壁画,Ferri’s Saint Agnes Introduced to the Glory of Paradise,,2026-09-09,2026-09-14,04-knowledge/units/works/ferri-sant-agnese-cupola.md
units/works/ferri-sant-agnese-modello,work,费里圣阿涅塞穹顶彩色稿,Ferri’s coloured modello for the S. Agnese cupola,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/ferri-sant-agnese-modello.md
units/works/fortune-salvator-rosa,work,罗萨命运,Fortune by Salvator Rosa,front-matter,2026-09-09,2026-09-15,04-knowledge/units/works/fortune-salvator-rosa.md
units/works/francesco-algarotti,work,弗朗切斯科·阿尔加罗蒂肖像,Portrait of Francesco Algarotti,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/francesco-algarotti.md
units/works/francesco-fanelli-charles-i,work,查理一世肖像,Portrait of Charles I,front-matter,2026-09-14,2026-09-25,04-knowledge/units/works/francesco-fanelli-charles-i.md
units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso,work,约翰·斯特兰奇别墅景观,View of John Strange's villa at Paese near Treviso,front-matter,2026-09-14,2026-09-25,04-knowledge/units/works/francesco-guardi-view-of-john-strange-s-villa-at-paese-near-treviso.md
units/works/francesco-petrucci-grand-prince-ferdinand-of-tuscany,work,托斯卡纳大公子费迪南多肖像,Portrait of Grand Prince Ferdinand of Tuscany,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/francesco-petrucci-grand-prince-ferdinand-of-tuscany.md
units/works/g-m-crespi-detail-from-fair-at-poggio-a-caiano,work,波焦阿卡亚诺集市局部,Detail from Fair at Poggio a Caiano,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/g-m-crespi-detail-from-fair-at-poggio-a-caiano.md
units/works/g-m-crespi-girl-at-her-toilet,work,梳妆少女,Girl at her toilet,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/g-m-crespi-girl-at-her-toilet.md
units/works/g-m-crespi-jupiter-handed-over-by-cybele-to-the-corybantes-to-be-fed,work,库柏勒将朱庇特交给科律班忒斯哺育,Jupiter handed over by Cybele to the Corybantes to be fed,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/g-m-crespi-jupiter-handed-over-by-cybele-to-the-corybantes-to-be-fed.md
units/works/g-m-crespi-the-painter-s-family,work,画家一家,The Painter's Family,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/g-m-crespi-the-painter-s-family.md
units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,work,阿尔加罗蒂墓前悼念者,Mourners at Tomb of Francesco Algarotti in Pisa,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa.md
units/works/gaulli-gesu-vaults,work,盖乌利耶稣堂拱顶壁画工程,Gaulli’s vault fresco project at the Gesù,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/gaulli-gesu-vaults.md
units/works/gaulli-triumph-name-jesus,work,耶稣圣名的胜利,Triumph of The Name of Jesus,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/gaulli-triumph-name-jesus.md
units/works/gavasetti-sant-antonino-frescoes,work,加瓦塞蒂皮亚琴察圣安东尼诺司祭席装饰,"Gavasetti’s decoration of the presbytery at Sant’Antonino, Piacenza",chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/gavasetti-sant-antonino-frescoes.md
units/works/gian-antonio-faldoni-zaccaria-sagredo,work,扎卡里亚·萨格雷多肖像,Portrait of Zaccaria Sagredo,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/gian-antonio-faldoni-zaccaria-sagredo.md
units/works/giannantonio-fumiani-the-stoning-of-zechariah,work,撒迦利亚被石击,The stoning of Zechariah,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/giannantonio-fumiani-the-stoning-of-zechariah.md
units/works/giaquinto-san-nicola-dei-lorenesi-decoration,work,贾昆托的洛林人圣尼古拉堂装饰,Giaquinto’s Decoration of San Nicola dei Lorenesi,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/giaquinto-san-nicola-dei-lorenesi-decoration.md
units/works/gio-maria-bottalla-meeting-of-esau-and-jacob,work,以扫与雅各相会,Meeting of Esau and Jacob,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/gio-maria-bottalla-meeting-of-esau-and-jacob.md
units/works/giuseppe-zocchi-a-m-zanetti-the-elder-with-marchese-gerini,work,老扎内蒂与杰里尼侯爵,A. M. Zanetti the Elder with Marchese Gerini,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/giuseppe-zocchi-a-m-zanetti-the-elder-with-marchese-gerini.md
units/works/guercino-sicilian-altarpiece-1665,work,圭尔奇诺《圣德肋撒从加尔默罗圣母领受会衣》,Guercino’s Saint Teresa Receiving the Habit from Our Lady of Mount Carmel,,2026-09-09,2026-09-25,04-knowledge/units/works/guercino-sicilian-altarpiece-1665.md
units/works/francesco-maggiotto-portraits-of-doges-1778,work,皮内利委托的168幅威尼斯显贵肖像组,Maffeo Pinelli commission of 168 Venetian dignitary portraits,chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/francesco-maggiotto-portraits-of-doges-1778.md
units/works/guglielmo-baur-view-of-villa-borghese-in-1630,work,1630年博尔盖塞别墅景观,View of Villa Borghese in 1630,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/guglielmo-baur-view-of-villa-borghese-in-1630.md
units/works/guido-abbatini-frontispiece-of-aedes-barberinae-ad-quirinalem,work,《巴贝里尼宫》卷首图,Frontispiece of Aedes Barberinae ad Quirinalem,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/guido-abbatini-frontispiece-of-aedes-barberinae-ad-quirinalem.md
units/works/guido-cagnacci-death-of-cleopatra,work,克娄巴特拉之死,Death of Cleopatra,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/guido-cagnacci-death-of-cleopatra.md
units/works/la-monarchia-latina-trionfante,work,拉丁君权凯旋,La Monarchia Latina Trionfante,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/la-monarchia-latina-trionfante.md
units/works/lanfranco-crucifixion-stock,work,兰弗兰科《受难》工作室画稿,Lanfranco’s unfinished Crucifixion in his studio,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/lanfranco-crucifixion-stock.md
units/works/lanfranco-magdalene-stock,work,兰弗兰科《抹大拉》工作室画稿,Lanfranco’s unfinished Magdalene in his studio,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/lanfranco-magdalene-stock.md
units/works/marco-pitteri-flaminio-corner,work,弗拉米尼奥·科尔内尔肖像,Portrait of Flaminio Corner,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/marco-pitteri-flaminio-corner.md
units/works/marco-ricci-an-operatic-rehearsal,work,歌剧排练,An Operatic Rehearsal,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/marco-ricci-an-operatic-rehearsal.md
units/works/marco-ricci-village-scene,work,村景,Village Scene,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/marco-ricci-village-scene.md
units/works/marieschi-picture-exhibition-at-church-of-s-rocco,work,圣洛克堂画展,Picture Exhibition at Church of S. Rocco,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/marieschi-picture-exhibition-at-church-of-s-rocco.md
units/works/massimo-stanzione-jerome-bankes,work,杰罗姆·班克斯肖像,Portrait of Jerome Bankes,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/massimo-stanzione-jerome-bankes.md
units/works/mazarin-gallery-vault-decoration,work,马扎然画廊穹顶装饰,Vault Decoration of the Galerie Mazarine,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/mazarin-gallery-vault-decoration.md
units/works/michelangelo-cerquozzi-the-artist-with-a-group-of-friends,work,画家及友人群像,The artist with a group of friends,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/michelangelo-cerquozzi-the-artist-with-a-group-of-friends.md
units/works/michelangelo-cerquozzi-the-revolt-of-masaniello,work,马萨涅洛起义,The Revolt of Masaniello,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/michelangelo-cerquozzi-the-revolt-of-masaniello.md
units/works/michelangelo-cerquozzi-women-s-bath,work,女浴,Women's Bath,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/michelangelo-cerquozzi-women-s-bath.md
units/works/mola-air-valmontone,work,莫拉瓦尔蒙托内《空气》构图方案,Mola’s design for Air at Valmontone,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/mola-air-valmontone.md
units/works/mola-four-elements-valmontone,work,莫拉的瓦尔蒙托内《四元素》壁画方案,Mola’s Four Elements fresco programme at Valmontone,,2026-09-09,2026-09-14,04-knowledge/units/works/mola-four-elements-valmontone.md
units/works/mola-joint-caricature-of-simonelli-and-mola,work,西莫内利与莫拉联合漫画,Joint caricature of Simonelli and Mola,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/mola-joint-caricature-of-simonelli-and-mola.md
units/works/monument-to-doge-giovanni-pesaro,work,乔瓦尼·佩萨罗总督纪念碑,Monument to Doge Giovanni Pesaro,,,,04-knowledge/units/works/monument-to-doge-giovanni-pesaro.md
units/works/nanteuil-cardinal-mazarin-in-his-gallery,work,画廊中的马扎然,Cardinal Mazarin in his Gallery,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/nanteuil-cardinal-mazarin-in-his-gallery.md
units/works/nazari-equestrian-portrait-of-schulenburg,work,舒伦堡骑马肖像,Equestrian Portrait of Schulenburg,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/nazari-equestrian-portrait-of-schulenburg.md
units/works/niccolo-bambini-allegory-of-venice,work,威尼斯寓意,Allegory of Venice,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/niccolo-bambini-allegory-of-venice.md
units/works/orazio-gentileschi-public-felicity-triumphant-over-dangers,work,公共幸福战胜危难,Public Felicity triumphant over Dangers,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/orazio-gentileschi-public-felicity-triumphant-over-dangers.md
units/works/ottavio-leoni-cardinal-francesco-barberini,work,弗朗切斯科·巴贝里尼枢机,Cardinal Francesco Barberini,front-matter,2026-09-14,2026-09-25,04-knowledge/units/works/ottavio-leoni-cardinal-francesco-barberini.md
units/works/ottavio-leoni-paolo-giordano-orsini-duke-of-bracciano,work,布拉恰诺公爵,"Paolo Giordano Orsini, Duke of Bracciano",front-matter,2026-09-14,2026-09-25,04-knowledge/units/works/ottavio-leoni-paolo-giordano-orsini-duke-of-bracciano.md
units/works/ottavio-leoni-susanna-and-the-elders-1620,work,《苏珊娜与长老》,Susanna and the Elders,chp-1,2026-09-25,2026-09-25,04-knowledge/units/works/ottavio-leoni-susanna-and-the-elders-1620.md
units/works/p-van-bleek-owen-mcswiny,work,欧文·麦克斯温尼肖像,Portrait of Owen McSwiny,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/p-van-bleek-owen-mcswiny.md
units/works/paolo-de-matteis-the-choice-of-hercules,work,赫拉克勒斯的选择,The choice of Hercules,front-matter,2026-09-14,2026-09-25,04-knowledge/units/works/paolo-de-matteis-the-choice-of-hercules.md
units/works/pellegrini-allegory-of-the-education-of-the-crown-prince-of-the-palatinate,work,普法尔茨王储教育寓意,Allegory of the Education of the Crown Prince of the Palatinate,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/pellegrini-allegory-of-the-education-of-the-crown-prince-of-the-palatinate.md
units/works/pellegrini-pierre-motteux-and-his-family,work,皮埃尔·莫特及家人,Pierre Motteux and his family,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/pellegrini-pierre-motteux-and-his-family.md
units/works/piazzetta-female-head-in-profile-milan,work,女性侧面头像,Female Head in Profile,front-matter,2026-09-15,2026-09-15,04-knowledge/units/works/piazzetta-female-head-in-profile-milan.md
units/works/piazzetta-final-plate-of-illustrations-to-gerusalemme-liberata,work,《耶路撒冷解放》插图末页,Final plate of Illustrations to Gerusalemme Liberata,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/piazzetta-final-plate-of-illustrations-to-gerusalemme-liberata.md
units/works/piazzetta-idyll,work,田园,Idyll,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/piazzetta-idyll.md
units/works/piazzetta-marshal-schulenburg,work,舒伦堡元帅肖像,Portrait of Marshal Schulenburg,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/piazzetta-marshal-schulenburg.md
units/works/piazzetta-pastoral-scene-chicago,work,田园场景,Pastoral Scene,front-matter,2026-09-15,2026-09-15,04-knowledge/units/works/piazzetta-pastoral-scene-chicago.md
units/works/pietro-antonio-novelli-frontispiece-to-vol-2-of-goldoni-opere,work,戈尔多尼《喜剧集》第二卷卷首图,"Frontispiece to The Comedies of Carlo Goldoni, vol. 2",front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/pietro-antonio-novelli-frontispiece-to-vol-2-of-goldoni-opere.md
units/works/pietro-da-cortona-glorification-of-the-reign-of-urban-viii,work,乌尔班八世统治的荣耀,Glorification of the Reign of Urban VIII,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/pietro-da-cortona-glorification-of-the-reign-of-urban-viii.md
units/works/pietro-da-cortona-marcello-sacchetti,work,马尔切洛·萨凯蒂肖像,Portrait of Marcello Sacchetti,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/pietro-da-cortona-marcello-sacchetti.md
units/works/pietro-da-cortona-rape-of-helen,work,劫夺海伦,Rape of Helen,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/pietro-da-cortona-rape-of-helen.md
units/works/pietro-da-cortona-rape-of-the-sabines,work,劫夺萨宾妇女,Rape of the Sabines,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/pietro-da-cortona-rape-of-the-sabines.md
units/works/pietro-testa-joseph-sold-by-his-brothers,work,约瑟被兄弟出卖,Joseph Sold by his Brothers,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/pietro-testa-joseph-sold-by-his-brothers.md
units/works/pietro-testa-rest-on-the-flight-into-egypt,work,逃往埃及途中的休息,Rest on the Flight into Egypt,chp-1,2026-09-14,2026-09-25,04-knowledge/units/works/pietro-testa-rest-on-the-flight-into-egypt.md
units/works/plague-at-ashdod-1631,work,《阿什杜德的瘟疫》,The Plague at Ashdod,,2026-09-09,2026-09-14,04-knowledge/units/works/plague-at-ashdod-1631.md
units/works/pompeo-batoni-the-triumph-of-venice,work,威尼斯的胜利,The Triumph of Venice,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/pompeo-batoni-the-triumph-of-venice.md
units/works/poussin-marriage,work,婚姻,Marriage,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/poussin-marriage.md
units/works/poussin-massacre-innocents,work,普桑《屠杀婴孩》（本章提及）,Poussin’s Massacre of the Innocents (chapter 1 reference),,2026-09-09,2026-09-14,04-knowledge/units/works/poussin-massacre-innocents.md
units/works/poussin-moses-trampling-on-pharaoh-s-crown,work,摩西践踏法老王冠,Moses trampling on Pharaoh's crown,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/poussin-moses-trampling-on-pharaoh-s-crown.md
units/works/poussin-spring-valguarnera,work,普桑为瓦尔瓜尔内拉新订的《春》,Poussin’s Spring commissioned by Valguarnera,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/poussin-spring-valguarnera.md
units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,work,凝视荷马像的亚里士多德,Aristotle contemplating the bust of Homer,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/rembrandt-aristotle-contemplating-the-bust-of-homer.md
units/works/reni-justice-embracing-peace,work,雷尼《正义拥抱和平》委托（1617）,Reni’s Justice embracing Peace commission (1617),chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/reni-justice-embracing-peace.md
units/works/reni-massacre-innocents,work,雷尼《屠杀婴孩》,Reni’s Massacre of the Innocents,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/reni-massacre-innocents.md
units/works/ribera-the-drunken-silenus,work,醉西勒诺斯,The drunken Silenus,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/ribera-the-drunken-silenus.md
units/works/ricci-beheading-john-baptist-1682,work,里奇 1682 年《施洗者约翰斩首》委托,Ricci’s Beheading of Saint John the Baptist commission (1682),chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/ricci-beheading-john-baptist-1682.md
units/works/romanelli-romulus-and-remus,work,"罗慕路斯与雷穆斯顶画局部（Romulus and Remus, Ceiling Detail）",Romulus and Remus (Ceiling Detail),front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/romanelli-romulus-and-remus.md
units/works/rosa-regulus-study-princeton,work,雷古鲁斯之死准备稿,Study for the Death of Atilius Regulus,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/rosa-regulus-study-princeton.md
units/works/rubens-chiesa-nuova-altarpiece-1606,work,鲁本斯《教皇圣格里高利与诸圣朝拜瓦利切拉圣母像》,Rubens’s Saint Gregory with Saints Venerating the Madonna della Vallicella,chp-1,2026-09-09,2026-09-14,04-knowledge/units/works/rubens-chiesa-nuova-altarpiece-1606.md
units/works/rubens-the-feast-of-herod,work,希律王宴会,The Feast of Herod,front-matter,2026-09-14,2026-09-15,04-knowledge/units/works/rubens-the-feast-of-herod.md
