ku_id,type,canonical_name,name_en,source_task
units/works/g-m-crespi-detail-from-fair-at-poggio-a-caiano,work,波焦阿卡亚诺集市局部,Detail from Fair at Poggio a Caiano,front-matter
units/works/g-m-crespi-girl-at-her-toilet,work,梳妆少女,Girl at her toilet,front-matter
units/works/g-m-crespi-jupiter-handed-over-by-cybele-to-the-corybantes-to-be-fed,work,库柏勒将朱庇特交给科律班忒斯哺育,Jupiter handed over by Cybele to the Corybantes to be fed,front-matter
units/works/g-m-crespi-the-painter-s-family,work,画家一家,The Painter's Family,front-matter
units/works/g-volpato-mourners-at-tomb-of-francesco-algarotti-in-pisa,work,阿尔加罗蒂墓前悼念者,Mourners at Tomb of Francesco Algarotti in Pisa,front-matter
units/works/gaulli-gesu-vaults,work,盖乌利耶稣堂拱顶壁画工程,Gaulli’s vault fresco project at the Gesù,chp-1
units/works/gaulli-triumph-name-jesus,work,耶稣圣名的胜利,Triumph of The Name of Jesus,front-matter
units/works/gavasetti-sant-antonino-frescoes,work,加瓦塞蒂皮亚琴察圣安东尼诺司祭席装饰,"Gavasetti’s decoration of the presbytery at Sant’Antonino, Piacenza",chp-1
units/works/gian-antonio-faldoni-zaccaria-sagredo,work,扎卡里亚·萨格雷多肖像,Portrait of Zaccaria Sagredo,front-matter
units/works/giannantonio-fumiani-the-stoning-of-zechariah,work,撒迦利亚被石击,The stoning of Zechariah,front-matter
units/works/giaquinto-san-nicola-dei-lorenesi-decoration,work,贾昆托的洛林人圣尼古拉堂装饰,Giaquinto’s Decoration of San Nicola dei Lorenesi,front-matter
units/works/gio-maria-bottalla-meeting-of-esau-and-jacob,work,以扫与雅各相会,Meeting of Esau and Jacob,front-matter
units/works/giuseppe-zocchi-a-m-zanetti-the-elder-with-marchese-gerini,work,老扎内蒂与杰里尼侯爵,A. M. Zanetti the Elder with Marchese Gerini,front-matter
units/works/guercino-sicilian-altarpiece-1665,work,圭尔奇诺《圣德肋撒从加尔默罗圣母领受会衣》,Guercino’s Saint Teresa Receiving the Habit from Our Lady of Mount Carmel,
units/works/francesco-maggiotto-portraits-of-doges-1778,work,皮内利委托的168幅威尼斯显贵肖像组,Maffeo Pinelli commission of 168 Venetian dignitary portraits,chp-1
units/works/guglielmo-baur-view-of-villa-borghese-in-1630,work,1630年博尔盖塞别墅景观,View of Villa Borghese in 1630,front-matter
units/works/guido-abbatini-frontispiece-of-aedes-barberinae-ad-quirinalem,work,《巴贝里尼宫》卷首图,Frontispiece of Aedes Barberinae ad Quirinalem,front-matter
units/works/guido-cagnacci-death-of-cleopatra,work,克娄巴特拉之死,Death of Cleopatra,front-matter
units/works/la-monarchia-latina-trionfante,work,拉丁君权凯旋,La Monarchia Latina Trionfante,front-matter
units/works/lanfranco-crucifixion-stock,work,兰弗兰科《受难》工作室画稿,Lanfranco’s unfinished Crucifixion in his studio,chp-1
units/works/lanfranco-magdalene-stock,work,兰弗兰科《抹大拉》工作室画稿,Lanfranco’s unfinished Magdalene in his studio,chp-1
units/works/marco-pitteri-flaminio-corner,work,弗拉米尼奥·科尔内尔肖像,Portrait of Flaminio Corner,front-matter
units/works/marco-ricci-an-operatic-rehearsal,work,歌剧排练,An Operatic Rehearsal,front-matter
units/works/marco-ricci-village-scene,work,村景,Village Scene,front-matter
units/works/marieschi-picture-exhibition-at-church-of-s-rocco,work,圣洛克堂画展,Picture Exhibition at Church of S. Rocco,front-matter
units/works/massimo-stanzione-jerome-bankes,work,杰罗姆·班克斯肖像,Portrait of Jerome Bankes,front-matter
units/works/mazarin-gallery-vault-decoration,work,马扎然画廊穹顶装饰,Vault Decoration of the Galerie Mazarine,front-matter
units/works/michelangelo-cerquozzi-the-artist-with-a-group-of-friends,work,画家及友人群像,The artist with a group of friends,front-matter
units/works/michelangelo-cerquozzi-the-revolt-of-masaniello,work,马萨涅洛起义,The Revolt of Masaniello,front-matter
units/works/michelangelo-cerquozzi-women-s-bath,work,女浴,Women's Bath,front-matter
units/works/mola-air-valmontone,work,莫拉瓦尔蒙托内《空气》构图方案,Mola’s design for Air at Valmontone,chp-1
units/works/mola-four-elements-valmontone,work,莫拉的瓦尔蒙托内《四元素》壁画方案,Mola’s Four Elements fresco programme at Valmontone,
units/works/mola-joint-caricature-of-simonelli-and-mola,work,西莫内利与莫拉联合漫画,Joint caricature of Simonelli and Mola,front-matter
units/works/monument-to-doge-giovanni-pesaro,work,乔瓦尼·佩萨罗总督纪念碑,Monument to Doge Giovanni Pesaro,
units/works/nanteuil-cardinal-mazarin-in-his-gallery,work,画廊中的马扎然,Cardinal Mazarin in his Gallery,front-matter
units/works/nazari-equestrian-portrait-of-schulenburg,work,舒伦堡骑马肖像,Equestrian Portrait of Schulenburg,front-matter
units/works/niccolo-bambini-allegory-of-venice,work,威尼斯寓意,Allegory of Venice,front-matter
units/works/orazio-gentileschi-public-felicity-triumphant-over-dangers,work,公共幸福战胜危难,Public Felicity triumphant over Dangers,front-matter
units/works/ottavio-leoni-cardinal-francesco-barberini,work,弗朗切斯科·巴贝里尼枢机,Cardinal Francesco Barberini,front-matter
units/works/ottavio-leoni-paolo-giordano-orsini-duke-of-bracciano,work,布拉恰诺公爵,"Paolo Giordano Orsini, Duke of Bracciano",front-matter
units/works/ottavio-leoni-susanna-and-the-elders-1620,work,《苏珊娜与长老》,Susanna and the Elders,chp-1
units/works/p-van-bleek-owen-mcswiny,work,欧文·麦克斯温尼肖像,Portrait of Owen McSwiny,front-matter
units/works/paolo-de-matteis-the-choice-of-hercules,work,赫拉克勒斯的选择,The choice of Hercules,front-matter
units/works/pellegrini-allegory-of-the-education-of-the-crown-prince-of-the-palatinate,work,普法尔茨王储教育寓意,Allegory of the Education of the Crown Prince of the Palatinate,front-matter
units/works/pellegrini-pierre-motteux-and-his-family,work,皮埃尔·莫特及家人,Pierre Motteux and his family,front-matter
units/works/piazzetta-female-head-in-profile-milan,work,女性侧面头像,Female Head in Profile,front-matter
units/works/piazzetta-final-plate-of-illustrations-to-gerusalemme-liberata,work,《耶路撒冷解放》插图末页,Final plate of Illustrations to Gerusalemme Liberata,front-matter
units/works/piazzetta-idyll,work,田园,Idyll,front-matter
units/works/piazzetta-marshal-schulenburg,work,舒伦堡元帅肖像,Portrait of Marshal Schulenburg,front-matter
units/works/piazzetta-pastoral-scene-chicago,work,田园场景,Pastoral Scene,front-matter
units/works/pietro-antonio-novelli-frontispiece-to-vol-2-of-goldoni-opere,work,戈尔多尼《喜剧集》第二卷卷首图,"Frontispiece to The Comedies of Carlo Goldoni, vol. 2",front-matter
units/works/pietro-da-cortona-glorification-of-the-reign-of-urban-viii,work,乌尔班八世统治的荣耀,Glorification of the Reign of Urban VIII,front-matter
units/works/pietro-da-cortona-marcello-sacchetti,work,马尔切洛·萨凯蒂肖像,Portrait of Marcello Sacchetti,front-matter
units/works/pietro-da-cortona-rape-of-helen,work,劫夺海伦,Rape of Helen,front-matter
units/works/pietro-da-cortona-rape-of-the-sabines,work,劫夺萨宾妇女,Rape of the Sabines,front-matter
units/works/pietro-testa-joseph-sold-by-his-brothers,work,约瑟被兄弟出卖,Joseph Sold by his Brothers,front-matter
units/works/pietro-testa-rest-on-the-flight-into-egypt,work,逃往埃及途中的休息,Rest on the Flight into Egypt,chp-1
units/works/plague-at-ashdod-1631,work,《阿什杜德的瘟疫》,The Plague at Ashdod,
units/works/pompeo-batoni-the-triumph-of-venice,work,威尼斯的胜利,The Triumph of Venice,front-matter
units/works/poussin-marriage,work,婚姻,Marriage,front-matter
units/works/poussin-massacre-innocents,work,普桑《屠杀婴孩》（本章提及）,Poussin’s Massacre of the Innocents (chapter 1 reference),
units/works/poussin-moses-trampling-on-pharaoh-s-crown,work,摩西践踏法老王冠,Moses trampling on Pharaoh's crown,front-matter
units/works/poussin-spring-valguarnera,work,普桑为瓦尔瓜尔内拉新订的《春》,Poussin’s Spring commissioned by Valguarnera,chp-1
units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,work,凝视荷马像的亚里士多德,Aristotle contemplating the bust of Homer,front-matter
units/works/reni-justice-embracing-peace,work,雷尼《正义拥抱和平》委托（1617）,Reni’s Justice embracing Peace commission (1617),chp-1
units/works/reni-massacre-innocents,work,雷尼《屠杀婴孩》,Reni’s Massacre of the Innocents,chp-1
units/works/ribera-the-drunken-silenus,work,醉西勒诺斯,The drunken Silenus,front-matter
units/works/ricci-beheading-john-baptist-1682,work,里奇 1682 年《施洗者约翰斩首》委托,Ricci’s Beheading of Saint John the Baptist commission (1682),chp-1
units/works/romanelli-romulus-and-remus,work,"罗慕路斯与雷穆斯顶画局部（Romulus and Remus, Ceiling Detail）",Romulus and Remus (Ceiling Detail),front-matter
units/works/rosa-regulus-study-princeton,work,雷古鲁斯之死准备稿,Study for the Death of Atilius Regulus,front-matter
units/works/rubens-chiesa-nuova-altarpiece-1606,work,鲁本斯《教皇圣格里高利与诸圣朝拜瓦利切拉圣母像》,Rubens’s Saint Gregory with Saints Venerating the Madonna della Vallicella,chp-1
units/works/rubens-the-feast-of-herod,work,希律王宴会,The Feast of Herod,front-matter
units/works/sacchi-capuchin-altarpiece-modello,work,萨基罗马嘉布遣会教堂祭坛稿,Sacchi’s modello for a Roman Capuchin church altarpiece,
units/works/salvator-rosa-the-death-of-regulus,work,雷古鲁斯之死,The Death of Regulus,front-matter
units/works/sassoferrato-madonna-and-child,work,圣母子,Madonna and Child,front-matter
units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,work,玫瑰圣母与道明、加大利纳,Madonna of the Rosary with Saints Dominic and Catherine,front-matter
units/works/sebastiano-ricci-pan-and-syrinx,work,潘与绪任克斯,Pan and Syrinx,front-matter
units/works/sebastiano-ricci-rape-of-europa,work,劫夺欧罗巴,Rape of Europa,front-matter
units/works/sebastiano-ricci-venus-and-adonis,work,维纳斯与阿多尼斯,Venus and Adonis,front-matter
units/works/solimena-dido-and-aeneas,work,狄多与埃涅阿斯,Dido and Aeneas,front-matter
units/works/tiepolo-banquet-cognacq-jay,work,克娄巴特拉的宴会：科涅克—杰藏本,"The Banquet of Cleopatra, Musée Cognacq-Jay version",front-matter
units/works/tiepolo-banquet-victoria,work,克娄巴特拉的宴会：维多利亚国家美术馆藏本,"The Banquet of Cleopatra, National Gallery of Victoria version",front-matter
units/works/tiepolo-detail-from-fresco-on-ceiling-of-staircase-in-residenz,work,维尔茨堡宫楼梯厅顶画,"Staircase ceiling fresco, Würzburg Residence",front-matter
units/works/tiepolo-glorification-of-the-pisani-family,work,皮萨尼家族的荣耀,Glorification of the Pisani family,front-matter
units/works/tiepolo-maecenas-presenting-the-arts-to-augustus,work,梅塞纳斯向奥古斯都呈献艺术,Maecenas presenting the Arts to Augustus,front-matter
units/works/tiepolo-marriage-allegory-of-the-rezzonico-family,work,雷佐尼科家族婚姻寓意,Marriage Allegory of the Rezzonico family,front-matter
units/works/tiepolo-neptune-paying-homage-to-venice,work,海神向威尼斯致敬,Neptune paying homage to Venice,front-matter
units/works/tomb-of-francesco-algarotti,work,弗朗切斯科·阿尔加罗蒂墓,Tomb of Francesco Algarotti,front-matter
units/works/valentin-allegory-of-rome,work,罗马寓意,Allegory of Rome,front-matter
units/works/valentin-genre-commission,work,瓦朗坦《有算命人的音乐聚会》,A Musical Company with a Fortune-Teller,chp-1
units/works/van-dyck-cardinal-bentivoglio,work,圭多·本蒂沃利奥枢机肖像,Portrait of Cardinal Guido Bentivoglio,front-matter
units/works/velasquez-camillo-massimi,work,卡米洛·马西米肖像,Portrait of Camillo Massimi,front-matter
units/works/velasquez-juan-de-pareja,work,胡安·德·帕雷哈肖像,Portrait of Juan de Pareja,front-matter
units/places/abbeville,place,阿布维尔,Abbeville,front-matter
units/places/citta-di-castello,place,卡斯泰洛城,Città di Castello,front-matter
units/works/bambini-aeneas-tells-dido-fall-of-troy,work,埃涅阿斯向狄多讲述特洛伊的陷落,Aeneas Tells Dido of the Fall of Troy,front-matter
units/archives/virgil-aeneid,archive,维吉尔《埃涅阿斯纪》,Virgil’s Aeneid,front-matter
units/persons/domenico-fedeli-venice-painter,person,多梅尼科·费代利（又称马焦托）,Domenico Fedeli (detto Maggiotto),chp-1
units/persons/elena-zuliani,person,埃莱娜·祖利亚尼,Elena Zuliani,chp-1
units/persons/giuseppe-giovanni-fedeli,person,朱塞佩·乔瓦尼（多梅尼科之子）,Giuseppe Giovanni (son of Domenico Fedeli),chp-1
units/persons/angela-fedeli,person,安杰拉（弗朗切斯科·费代利之姐）,Angela (sister of Francesco Fedeli),chp-1
units/persons/elena-fedeli-daughter,person,埃莱娜（弗朗切斯科·费代利之女）,Elena (daughter of Francesco Fedeli),chp-1
units/persons/giovan-battista-fedeli,person,乔万·巴蒂斯塔（弗朗切斯科·费代利之子）,Giovan Battista (son of Francesco Fedeli),chp-1
units/persons/domenico-fedeli-son-of-francesco,person,多梅尼科（弗朗切斯科·费代利之子）,Domenico (son of Francesco Fedeli),chp-1
units/persons/ludovico-leoni,person,卢多维科·莱奥尼,Ludovico Leoni,chp-1
units/persons/caterina-cucchiaroni,person,卡特里娜·库基亚罗尼,Caterina Cucchiaroni,chp-1
units/persons/marcello-provenzale,person,马尔切洛·普罗文扎莱,Marcello Provenzale,chp-1
units/persons/giovanni-telli,person,乔瓦尼·泰利,Giovanni Telli,chp-1
units/persons/battista-telli,person,巴蒂斯塔（卡特里娜与乔瓦尼之子）,Battista (son of Caterina and Giovanni),chp-1
units/persons/maddalena-telli,person,马达莱娜·泰利,Maddalena Telli,chp-1
units/persons/ippolito-leoni,person,伊波利托·莱奥尼,Ippolito Leoni,chp-1
units/persons/eufrasia-telli,person,欧弗拉西亚（卡特里娜与乔瓦尼之女）,Eufrasia (daughter of Caterina and Giovanni),chp-1
units/persons/giovanni-di-bartolomeo-testa,person,乔瓦尼·迪·巴托洛梅奥（皮埃特罗·泰斯塔之父）,Giovanni di Bartolomeo (father of Pietro Testa),chp-1
units/persons/barbara-mother-of-pietro-testa,person,芭芭拉·泰斯塔,Barbara (mother of Pietro Testa),chp-1
units/persons/giacinto-testa,person,贾钦托·泰斯塔,Giacinto Testa,chp-1
units/persons/decio-de-matteis,person,德乔（保罗·德·马泰伊斯之父）,Decio (father of Paolo de Matteis),chp-1
units/persons/lucrezia-orico,person,卢克雷齐娅·奥里科,Lucrezia Orico,chp-1
units/persons/rosolena-perrone,person,罗索莱娜·佩罗内,Rosolena Perrone,chp-1
units/persons/mariangiola-de-matteis,person,玛丽安乔拉（保罗·德·马泰伊斯之女）,Mariangiola (daughter of Paolo de Matteis),chp-1
units/persons/felice-de-matteis,person,费莉切（保罗·德·马泰伊斯之女）,Felice (daughter of Paolo de Matteis),chp-1
units/persons/emmanuella-de-matteis,person,埃曼努埃拉（保罗·德·马泰伊斯之女）,Emmanuella (daughter of Paolo de Matteis),chp-1
units/persons/anthony-ashley-cooper-3rd-earl,person,安东尼·阿什利-库珀，第三代沙夫茨伯里伯爵,"Anthony Ashley-Cooper, 3rd Earl of Shaftesbury",chp-1
units/persons/sir-john-cropley,person,约翰·克罗普利爵士,Sir John Cropley,chp-1
units/institutions/ashmolean-museum,institution,阿什莫林博物馆,Ashmolean Museum,chp-1
units/places/giles-house-dorset,place,吉尔斯宅邸（多塞特）,Gile’s House (Dorset),chp-1
units/institutions/venetian-academy-of-painting-and-sculpture,institution,威尼斯绘画与雕塑学院,Accademia veneziana di pittura e scultura,chp-1
units/institutions/congregation-of-painters-jesuit-professed-house-naples,institution,那不勒斯耶稣会专业会院画家会众,"Congregation of Painters at the Jesuit Professed House, Naples",chp-1
units/works/paolo-de-matteis-choice-of-hercules-ashmolean-wa1980-92,work,赫拉克勒斯的选择（阿什莫林藏本）,"The Choice of Hercules, Ashmolean version",chp-1
units/persons/vincenzo-i-gonzaga,person,文琴佐一世·贡扎加,Vincenzo I Gonzaga,chp-1
units/persons/giovanni-angelo-altemps,person,乔万尼·安杰洛·阿尔滕普斯（第二代加莱塞公爵）,"Giovanni Angelo d’Altemps, 2nd Duke of Gallese",chp-1
units/works/ottavio-leoni-portrait-of-maddalena-telli-by-candlelight,work,烛光下的马达莱娜·泰利肖像,Portrait of Maddalena Telli by Candlelight,chp-1
units/institutions/rhode-island-school-of-design-museum,institution,罗德岛设计学院博物馆,Rhode Island School of Design Museum,chp-1
units/places/providence,place,普罗维登斯,Providence,chp-1
units/persons/pietro-aldobrandini,person,皮埃特罗·阿尔多布兰迪尼,Pietro Aldobrandini,front-matter
units/persons/giovanni-francesco-venturini,person,乔万尼·弗朗切斯科·文图里尼,Giovanni Francesco Venturini,front-matter
units/persons/giacomo-rospigliosi,person,贾科莫·罗斯皮廖西,Giacomo Rospigliosi,front-matter
units/persons/lorenzo-paribeni,person,洛伦佐·帕里贝尼,Lorenzo Paribeni,front-matter
units/places/frascati,place,弗拉斯卡蒂,Frascati,front-matter
units/places/villa-aldobrandini-frascati,place,阿尔多布兰迪尼别墅,"Villa Aldobrandini, Frascati",front-matter
units/places/room-19-helen-and-paris,place,海伦与帕里斯厅,"Room 19, Helen and Paris Room",front-matter
units/places/chiesa-san-gregorio-cappella-madonna-carmine,place,圣额我略堂加尔默罗圣母小堂,"Chapel of the Madonna del Carmine, Church of San Gregorio, Messina",chp-1
units/institutions/kingdom-of-italy,institution,意大利王国,Kingdom of Italy,front-matter
units/institutions/italian-state,institution,意大利共和国,Italian Republic,
units/works/venturini-diana-hunting-print,work,狄安娜与仙女的射箭比赛版画,Diana and Her Nymphs at an Archery Contest,front-matter
units/archives/torcellan-settecento-veneto-1969,archive,威尼托的18世纪与其他历史著作,Settecento veneto e altri scritti storici,front-matter
units/works/baldoino-saint-eloi-1661,work,圣埃洛伊与圣若翰洗者、圣安德烈,Saint Eloi between Saint John the Baptist and Saint Andrew,
units/places/cathedrale-sainte-reparate-nice,place,尼斯圣雷帕拉塔主教座堂,Cathédrale Sainte-Réparate de Nice,chp-1
units/persons/bernardin-baldoino,person,贝尔纳丁·巴尔多伊诺,Bernardin Baldoino,chp-1
units/institutions/black-penitents-of-nice,institution,尼斯黑衣忏悔者团体（Pénitents Noirs de Nice）,Black Penitents of Nice,chp-1
units/works/bernardin-baldoino-beheading-john-baptist-1670,work,施洗者圣若翰斩首,The Beheading of Saint John the Baptist,chp-1
units/works/bernardin-baldoino-ecstasy-saint-rose-1680,work,利马圣罗撒神魂超拔,The Ecstasy of Saint Rose of Lima,chp-1
units/works/bernardin-baldoino-mystic-conversation-saint-rose-1680,work,圣罗撒与圣母的神秘交谈,The Mystical Conversation of Saint Rose with the Virgin,chp-1
units/works/salvio-savini-pala-del-voto,work,《还愿祭坛画》,Pala del Voto,chp-1
units/archives/de-rosis-ruffo-letter-1663-06-02,archive,朱塞佩·德·罗西斯致安东尼奥·鲁福的信（1663-06-02）,Letter from Giuseppe de Rosis to Antonio Ruffo (1663-06-02),
units/works/salvator-rosa-satyrs-carousing-with-maidens,work,与少女嬉戏的萨提尔,Satyrs Carousing with Maidens,chp-1
units/institutions/accademia-dei-virtuosi-al-pantheon,institution,万神殿Virtuosi学院,Pontifical Academy of Fine Arts and Letters of the Virtuosi al Pantheon,chp-1
units/works/ottavio-leoni-portrait-of-gregory-xv-original-1621,work,格列高利十五世肖像（约1621年原作，已佚）,"Portrait of Gregory XV, lost original, c. 1621",chp-1
units/works/ottavio-leoni-portrait-of-gregory-xv-academy-copy,work,格列高利十五世肖像（万神殿Virtuosi学院本，1628–1630）,"Portrait of Gregory XV, Virtuosi al Pantheon version, 1628–1630",chp-1
units/institutions/musee-fesch,institution,费施博物馆,"Musée Fesch, Museum of Fine Arts of Ajaccio",chp-1
units/works/ottavio-leoni-portrait-of-scipione-borghese-ajaccio,work,"希皮奥内·博尔盖塞枢机肖像（Portrait of Cardinal Scipione Borghese, Musée Fesch version）",Portrait of Cardinal Scipione Borghese (Musée Fesch version),
