mention_id,segment_id,candidate_id,surface_form,start_char,end_char,note
m-chp1-secii-0562,chp-1:01_CHP-1_sec_ii:l168-239,cand-3537,Pevsner,7193,7200,Scholar cited for Bernini’s prices.
m-chp1-secii-0563,chp-1:01_CHP-1_sec_ii:l168-239,cand-1494,Mahon,3745,3750,Surname-only citation to Denis Mahon.
m-chp1-secii-0564,chp-1:01_CHP-1_sec_ii:l168-239,cand-1494,Mahon,7213,7218,Surname-only citation to Denis Mahon.
m-chp1-secii-0565,chp-1:01_CHP-1_sec_ii:l168-239,cand-3538,Missirini,7240,7249,Author cited for the academy context.
m-chp1-secii-0566,chp-1:01_CHP-1_sec_ii:l168-239,cand-3538,Missirini,7431,7440,Author cited for the academy context.
m-chp1-secii-0567,chp-1:01_CHP-1_sec_ii:l168-239,cand-3539,Lateran Palace,8010,8024,Palace named in Titian’s title.
m-chp1-secii-0568,chp-1:01_CHP-1_sec_ii:l168-239,cand-3540,Roman artists,6669,6682,Collective social group in the Wittkower quotation.
m-chp1-secii-0569,chp-1:01_CHP-1_sec_ii:l168-239,cand-3541,receipt published by A. Bertolotti,1789,1823,Receipt cited as evidence for Camassei’s commission.
m-chp1-secii-0570,chp-1:01_CHP-1_sec_ii:l168-239,cand-3542,Letter of 3 February 1690,2128,2153,Letter cited through Bottari; sender and recipient are not named here.
m-chp1-secii-0571,chp-1:01_CHP-1_sec_ii:l168-239,cand-3543,"Letter from the Savoy Resident in Rome, Onorato Gini, in 1666",2219,2280,Letter summarized by Claretta; preserve its cited date and sender.
m-chp1-secii-0572,chp-1:01_CHP-1_sec_ii:l168-239,cand-3544,Letter from Lanfranco in Naples dated 14 July 1640,2704,2754,Dated letter cited by Pollak; exact addressee is not stated in this note.
m-chp1-secii-0573,chp-1:01_CHP-1_sec_ii:l168-239,cand-3545,letter from Berlingete Gessi to Don Cesare Leopardi d’Osimo,4540,4599,Dated correspondence cited for payment conventions.
m-chp1-secii-0574,chp-1:01_CHP-1_sec_ii:l168-239,cand-3546,letter from Carlo Quarisinini to Conte Ventura Carrara,4810,4864,Dated correspondence cited for payment conventions.
m-chp1-secii-0575,chp-1:01_CHP-1_sec_ii:l168-239,cand-3547,contract with Urban VIII,4942,4966,Contract named as the source of Camassei’s material-cost agreement.
m-chp1-secii-0576,chp-1:01_CHP-1_sec_ii:l168-239,cand-3548,letters from Mattia Preti and Artemisia Gentileschi,5682,5733,Two letters cited as examples; exact dates and individual spans remain to be resolved.
m-chp1-secii-0577,chp-1:01_CHP-1_sec_ii:l168-239,cand-3549,letter from Fulvio Testi to Conte Francesco Fontana,6823,6874,Dated correspondence cited for Bernini’s prices.
m-chp1-secii-0578,chp-1:01_CHP-1_sec_ii:l168-239,cand-3550,letter from Francesco Novetti to Don Antonio Ruffo,7542,7592,Dated correspondence cited for the academy/payment context.
m-chp1-secii-0579,chp-1:01_CHP-1_sec_ii:l168-239,cand-3551,letter from Salvator Rosa to Don Antonio Ruffo,9312,9358,Dated correspondence cited in the footnotes.
m-chp1-secii-0580,chp-1:01_CHP-1_sec_ii:l168-239,cand-3552,Letter from Giuseppe de Rosis to Don. Antonio Ruffo,9398,9449,Dated correspondence cited and published by V. Ruffo.
m-chp1-secii-0581,chp-1:01_CHP-1_sec_ii:l168-239,cand-3553,Letter from Paolo Negri to Marchese di S. Tommaso,9193,9242,Dated correspondence quoted through Claretta.
m-chp1-secii-0582,chp-1:01_CHP-1_sec_ii:l168-239,cand-3554,letter from G. L. Bianconi,8973,8999,Dated letter quoted through Bottari.
m-chp1-secii-0583,chp-1:01_CHP-1_sec_ii:l168-239,cand-3555,Ruffo,1554,1559,"Bare Ruffo page references denote a publication, not the person Antonio Ruffo."
m-chp1-secii-0584,chp-1:01_CHP-1_sec_ii:l168-239,cand-3555,Ruffo,9492,9497,"Bare Ruffo page references denote a publication, not the person Antonio Ruffo."
m-chp1-secii-0585,chp-1:01_CHP-1_sec_ii:l168-239,cand-3555,Ruffo,9975,9980,"Bare Ruffo page references denote a publication, not the person Antonio Ruffo."
m-chp1-secii-0586,chp-1:01_CHP-1_sec_ii:l168-239,cand-3533,MS. 1383,460,468,Manuscript shelfmark for the cited unpublished life.
m-chp1-secii-0587,chp-1:01_CHP-1_sec_ii:l168-239,cand-3556,Barberini Salone,3198,3214,Interior space named in the disputed modello example.
m-chp1-secii-0588,chp-1:01_CHP-1_sec_ii:l168-239,cand-3557,"Letter from Jacopo Salviati to Cardinal Leopoldo de’ Medici, dated 22 July 1662",5824,5903,Dated correspondence cited through Boyer.
m-chp1-secii-0589,chp-1:01_CHP-1_sec_ii:l168-239,cand-3558,"Letter from Fabrizio Arragona, Mantuan agent in Rome, to a ducal chancellor, dated 9 October 1621",5951,6048,Dated correspondence; addressee remains unnamed.
m-chp1-secii-0590,chp-1:01_CHP-1_sec_ii:l168-239,cand-3559,"Letter from Guercino to Don Antonio Ruffe, dated 25 September 1649",6080,6146,Dated correspondence; recipient spelling is an OCR variant.
m-chp1-secii-0591,chp-1:01_CHP-1_sec_ii:l168-239,cand-3560,On 19 September 1672 Ciro Ferri wrote to Don Antonio Ruffo,9658,9716,Dated correspondence quoted through the Ruffo publication.
m-chp1-secii-0592,chp-1:01_CHP-1_sec_ii:l3-8,cand-3561,middlemen,596,605,Generic market-role category; no individual is identified.
m-chp1-secii-0593,chp-1:01_CHP-1_sec_ii:l3-8,cand-3562,foreign travellers,660,678,Generic actor category; no individual is identified.
m-chp1-secii-0594,chp-1:01_CHP-1_sec_ii:l3-8,cand-3563,agents,689,695,Agency role associated with the foreign travellers; no individual is identified.
m-chp1-secii-0595,chp-1:01_CHP-1_sec_ii:l106-116,cand-3149,picture dealers,2546,2561,Reference to picture dealers as an art-market role; maps to the existing art-dealer term candidate.
m-chp1-secii-0596,chp-1:01_CHP-1_sec_ii:l106-116,cand-3564,St Luke,1748,1755,Named saint in a feast-day reference; identity remains for review.
m-chp1-secii-0597,chp-1:01_CHP-1_sec_ii:l129-135,cand-3164,gentiluomo d’onore,875,893,Honorific term granted to Giuseppe Ghezzi by the Duke of Parma; maps to the existing term candidate.
m-chp1-secii-0598,chp-1:01_CHP-1_sec_ii:l137-146,cand-3149,dealers,283,290,Dealers in Haskell’s account of impoverished painters; the adjective “unscrupulous” is source-specific context
m-chp1-secii-0599,chp-1:01_CHP-1_sec_ii:l137-146,cand-3158,devotional pictures,317,336,Generic devotional-picture category in the mass-production example; maps to the existing term candidate.
m-chp1-secii-0600,chp-1:01_CHP-1_sec_ii:l19-26,cand-3565,subsidy,709,716,"Term occurrence in the described compromise; the grant is conditional on patron priority, not proof of a named artist or transaction."
m-chp1-secii-0601,chp-1:01_CHP-1_sec_ii:l19-26,cand-3565,priority over all other customers,755,788,The condition attached to the subsidy; both spans belong to Haskell’s generalized possible arrangement.
m-chp1-secii-0602,chp-1:01_CHP-1_sec_ii:l40-46,cand-3566,movable gallery picture,510,533,Art-object format discussed as a Venetian innovation that increasingly shaped Roman collecting.
m-chp1-secii-0603,chp-1:01_CHP-1_sec_ii:l40-46,cand-3567,connoisseurship,995,1010,OCR divides the word across physical lines; the segment text normalizes the line break and soft hyphen.
m-chp1-secii-0604,chp-1:01_CHP-1_sec_ii:l48-60,cand-3568,Caravaggesque genre scenes,731,757,Artistic style and subject genre attributed to Valentin’s specialization; left open as a term candidate.
m-chp1-secii-0605,chp-1:01_CHP-1_sec_ii:l62-71,cand-3453,"Holy
Years",2069,2079,The OCR line break splits “Holy Years”; exact newline retained so the anchor matches the source segment.
m-chp1-secii-0606,chp-1:01_CHP-1_sec_ii:l62-71,cand-3569,Baroque period,1645,1659,Historical period in the author’s discussion of commission deadlines; alignment to the existing Baroque term remains open.
m-chp1-secii-0607,chp-1:01_CHP-1_sec_ii:l62-71,cand-3570,amateur,1374,1381,Social category linked in this passage to appreciation and collecting of sketches; do not silently equate with dilettante.
m-chp1-secii-0608,chp-1:01_CHP-1_sec_ii:l73-77,cand-3155,deposit,200,207,"The first installment described in this passage; maps to the accepted caparra term candidate, while preserving the English source wording."
m-chp1-secii-0609,chp-1:01_CHP-1_sec_ii:l73-77,cand-3571,canvas,1074,1080,Painting support named among costs assigned to the artist in one of Haskell’s payment variations.
m-chp1-secii-0610,chp-1:01_CHP-1_sec_ii:l79-84,cand-3155,deposit,1479,1486,Advance payment urged by the unnamed Mantuan agent; maps to the accepted caparra term candidate.
m-chp1-secii-0611,chp-1:01_CHP-1_sec_ii:l86-94,cand-3573,art dealing,2860,2871,Haskell names this as a growing feature of the seventeenth-century Roman art market; retained as an open term candidate.
m-chp1-secii-0612,chp-1:01_CHP-1_sec_ii:l86-94,cand-3574,art exhibitions,2876,2891,Haskell names this alongside art dealing as a growing feature of the seventeenth-century Roman art market; retained as a distinct open term candidate.
m-chp1-secii-0613,chp-1:01_CHP-1_sec_ii:l86-94,cand-3159,dilettantes,718,729,Historical social category in the shifting Roman art population; mapped to the existing dilettante term candidate.
m-chp1-secii-0614,chp-1:01_CHP-1_sec_ii:l86-94,cand-3401,Venetian,779,787,Demonym identifying the geographic origin of the artists; mapped to the existing Venice place candidate.
m-chp1-secii-0615,chp-1:01_CHP-1_sec_ii:l86-94,cand-3398,Bolognese,791,800,Demonym identifying the geographic origin of the artists; mapped to the existing Bologna place candidate.
m-chp1-secii-0616,chp-1:01_CHP-1_sec_ii:l86-94,cand-3534,Neapolitan,804,814,Demonym identifying the geographic origin of the artists; mapped to the existing Naples place candidate.
m-chp1-secii-0617,chp-1:01_CHP-1_sec_ii:l86-94,cand-3575,landscapes,2509,2519,"Artistic genre in Rosa’s works, contrasted with the large historical scenes he valued less; left open as a term candidate."
m-chp1-secii-0618,chp-1:01_CHP-1_sec_ii:l86-94,cand-3576,large historical scenes,2679,2702,Artistic subject category in Rosa’s works; left open as a source-derived term candidate.
m-chp1-secii-0619,chp-1:01_CHP-1_sec_ii:l96-104,cand-3577,artist’s status,120,135,Central concept in Haskell’s unresolved question about the artist’s social standing; open term candidate.
m-chp1-secii-0620,chp-1:01_CHP-1_sec_ii:l96-104,cand-3578,Renaissance,225,236,Historical/artistic period referenced in the earlier debate about artists’ status.
m-chp1-secii-0621,chp-1:01_CHP-1_sec_ii:l96-104,cand-3569,Baroque,386,393,Period modifier in “Baroque Rome”; mapped to the existing Baroque period term candidate.
m-chp1-secii-0622,chp-1:01_CHP-1_sec_ii:l96-104,cand-3398,Bolognese,832,841,Demonym identifying Malvasia’s origin; mapped to the existing Bologna place candidate.
m-chp1-secii-0623,chp-1:01_CHP-1_sec_ii:l96-104,cand-3577,status of the artist,2114,2134,"Repeated formulation of the same social-status concept, linked to the candidate first anchored at L621."
m-chp1-secii-0624,chp-1:01_CHP-1_sec_ii:l96-104,cand-3579,High Renaissance,2162,2178,Specific period following which Haskell locates a decline in artistic status; kept distinct from the broader Renaissance mention.
m-chp1-secii-0625,chp-1:01_CHP-1_sec_ii:l118-127,cand-3470,Accademia,1301,1310,Further reference to the Accademia di S. Luca; linked to the existing institution candidate.
m-chp1-secii-0626,chp-1:01_CHP-1_sec_ii:l118-127,cand-3470,Accademia di S. Luca,1706,1726,Full institutional name in the reorganisation example; linked to the existing Accademia di S. Luca candidate.
m-chp1-secii-0627,chp-1:01_CHP-1_sec_ii:l118-127,cand-3104,Urban VIII,314,324,Named authorizing patron in the reference to his brief; mapped to the existing Pope Urban VIII candidate.
m-chp1-secii-0628,chp-1:01_CHP-1_sec_ii:l118-127,cand-3577,social status,459,472,"The Academicians’ stated concern, linked to the artist social-status term candidate."
m-chp1-secii-0629,chp-1:01_CHP-1_sec_ii:l118-127,cand-3165,history painters,714,730,Membership category linked to the accepted history-painting term candidate.
m-chp1-secii-0630,chp-1:01_CHP-1_sec_ii:l118-127,cand-3581,gilders,883,890,Craft occupation category described among the Academy’s early members.
m-chp1-secii-0631,chp-1:01_CHP-1_sec_ii:l118-127,cand-3580,French,1084,1090,Collective national reference for the influence associated with later Academy doctrine; mapped to an unresolved France place candidate.
m-chp1-secii-0632,chp-1:01_CHP-1_sec_ii:l118-127,cand-3159,dilettantes,1587,1598,Social group the Academy helped bring together; linked to the existing dilettante term candidate.
m-chp1-secii-0633,chp-1:01_CHP-1_sec_ii:l118-127,cand-3583,critics,1603,1610,Collective role in the Roman art world; no individual critic is identified.
m-chp1-secii-0634,chp-1:01_CHP-1_sec_ii:l118-127,cand-3582,Urban VIII’s brief,314,332,Singular unidentified papal brief credited with financial benefits in the Academy context; retained as an open archive candidate.
m-chp1-secii-0635,chp-1:01_CHP-1_sec_ii:l148-153,cand-3584,social climbing,304,319,The passage names artists' social climbing as an example of changing status.
m-chp1-secii-0636,chp-1:01_CHP-1_sec_ii:l148-153,cand-3585,"acceptance of the painter as an exceptional, and sometimes very strange, being",563,641,A historical concept of the artist as exceptional; related to but broader than artistic temperament.
m-chp1-secii-0637,chp-1:01_CHP-1_sec_ii:l148-153,cand-3586,King of Savoy,2631,2644,Title-only referent in the 1676 account; personal identity unresolved.
m-chp1-secii-0638,chp-1:01_CHP-1_sec_ii:l155-159,cand-3587,the artist as a being apart,630,657,Rosa is presented as helping create the image of the artist as separate from ordinary norms.
m-chp1-secii-0639,chp-1:01_CHP-1_sec_ii:l155-159,cand-3589,self portraits,717,731,Self-portraiture is named as a concrete expression of Rosa's public image.
m-chp1-secii-0640,chp-1:01_CHP-1_sec_ii:l155-159,cand-3588,dramatic self-advertisement,1096,1123,A strategy artists use to win recognition and contest patronage limits.
m-chp1-secii-0641,chp-1:01_CHP-1_sec_ii:l155-159,cand-3574,exhibitions,1592,1603,Rosa used exhibitions to establish his reputation; mapped to the existing open art-exhibitions candidate.
m-chp1-secii-0642,chp-1:01_CHP-1_sec_ii:l155-159,cand-3590,claque,1649,1655,Organised acclaim used to publicise an artist's merits.
m-chp1-secii-0643,chp-1:01_CHP-1_sec_ii:l155-159,cand-3591,artistic independence,2022,2043,Rosa is said to assert painters' right to independence.
m-chp1-secii-0644,chp-1:01_CHP-1_sec_ii:l155-159,cand-0139,transports of enthusiasm,2950,2974,"Rosa's own language about inspiration, linked to the existing artistic-temperament concept."
m-chp1-secii-0645,chp-1:01_CHP-1_sec_ii:l161-166,cand-3592,superior status of art,298,320,The passage frames Rosa's quality standard as a claim for art's superior status.
m-chp1-secii-0646,chp-1:01_CHP-1_sec_ii:l161-166,cand-3588,appetite for publicity,639,661,"A repeated instance of Rosa's publicity strategy, mapped to the existing artist self-advertisement candidate."
m-chp1-secii-0647,chp-1:01_CHP-1_sec_ii:l161-166,cand-3591,claims to independence,667,689,Repeated evidence for the existing artistic-independence candidate.
m-chp1-secii-0648,chp-1:01_CHP-1_sec_ii:l161-166,cand-0139,inspiration,694,705,Repeated evidence for the existing artistic-temperament concept.
m-chp1-secii-0649,chp-1:01_CHP-1_sec_ii:l161-166,cand-3585,apparent eccentricity,715,736,A repeated feature of the artist-as-exceptional concept.
m-chp1-secii-0650,chp-1:01_CHP-1_sec_ii:l161-166,cand-3593,romantics,1467,1476,Nineteenth-century reception group said to appreciate Rosa's artist image fully.
m-chp1-secii-0651,chp-1:01_CHP-1_sec_ii:l40-46,cand-3578,Renaissance,2313,2324,"Same historical/artistic period candidate used in l96-104; another source-grounded mention, not a new entity."
m-chp1-secii-0652,chp-1:01_CHP-1_sec_ii:l28-38,cand-3424,"Madonna del
Carmine",1228,1247,Named Marian figure in this passage; keep the existing candidate identity/type unresolved.
m-chp1-secii-0653,chp-1:01_CHP-1_sec_ii:l62-71,cand-3594,Northern Europe,546,561,Distinct northern-European region in the Rubens comparison; keep separate from the broader Europe candidate.
m-chp1-secii-0654,chp-1:01_CHP-1_sec_ii:l62-71,cand-3451,modello,807,814,Preliminary model reference in the Ciro Ferri commission; reuse the existing modello term candidate.
m-chp1-secii-0655,chp-1:01_CHP-1_sec_ii:l62-71,cand-3455,Piazza Navona,1990,2003,Second mention of the location in the Gaulli commission; the earlier Piazza Navona mention remains separately indexed.
m-chp1-secii-0656,chp-1:01_CHP-1_sec_ii:l73-77,cand-3460,ultramarine,1104,1115,Pigment/material term in the patron-expense discussion; reuse existing open candidate.
m-chp1-secii-0657,chp-1:01_CHP-1_sec_ii:l79-84,cand-3514,Mancini,1092,1099,Surname of the author used as a chronological reference; identity remains unresolved.
m-chp1-secii-0658,chp-1:01_CHP-1_sec_ii:l79-84,cand-3481,Claude,1715,1721,Painter cited as a contrasting example; preserve the existing unresolved identity candidate.
m-chp1-secii-0659,chp-1:01_CHP-1_sec_ii:l129-135,cand-3571,canvas,368,374,Painting support/material in the Mola example; reuse existing open term candidate.
m-chp1-secii-0660,chp-1:01_CHP-1_sec_ii:l168-239,cand-3452,In tela il disegno,2757,2775,Quoted Italian phrase from Lanfranco correspondence; reuse the existing source-derived term candidate.
m-chp1-secii-0661,chp-1:01_CHP-1_sec_ii:l168-239,cand-3571,canvas,2854,2860,Painting support in the Lanfranco composition account; reuse existing open term candidate.
m-chp1-secii-0662,chp-1:01_CHP-1_sec_ii:l168-239,cand-3451,modello,3336,3343,Preliminary oil sketch mentioned in Waterhouse’s example; reuse existing term candidate.
m-chp1-secii-0663,chp-1:01_CHP-1_sec_ii:l168-239,cand-3571,canvas,5093,5099,Painting support supplied in the Gozadini/Albani expense example; reuse existing open term candidate.
m-chp1-secii-0664,chp-1:01_CHP-1_sec_ii:l168-239,cand-3460,ultramarine,5114,5125,Pigment/material supplied for the Albani altarpiece; reuse existing open term candidate.
m-chp1-secii-0665,chp-1:01_CHP-1_sec_ii:l48-60,cand-3461,Italy,259,264,Country named as the geographic scope of Pietro da Cortona’s standing in the comparison.
m-chp1-secii-0666,chp-1:01_CHP-1_sec_ii:l106-116,cand-3461,Italy,818,823,Country named in the passage’s comparison of artists’ social standing.
