relation_id,subject_ku_id,object_ku_id,predicate,time,role,scope,origin,status,source_id,source_span,source_file,note
rel-0909,units/works/pietro-da-cortona-rape-of-helen,units/institutions/gabinetto-fotografico-nazionale,supplied_by,,本书复制图像供片者,《赞助人与画家》图版10b的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,PDF13；印刷xvi；图片来源；lines 165–166,02-sources/01-book/CHP-0Cover.pdf,
rel-0910,units/works/pietro-da-cortona-rape-of-helen,units/institutions/ufficio-dell-assessore-comunale-alle-belle-arti,held_by,本书所述时点,书中保管者,原书列出的历史保管者；不把它等同现行Musei Capitolini机构，也不推定产权,book,formal,haskell-1980-rev-ed,lines 52–53; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0911,units/works/pietro-da-cortona-rape-of-helen,units/places/rome,located_at,本书所述时点,书中位置,原书图版目录明确位置；不表示创作地点,book,formal,haskell-1980-rev-ed,lines 52–53; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0912,units/works/pietro-da-cortona-rape-of-the-sabines,units/persons/pietro-da-cortona,created_by,,图版作品作者,图版目录明确署名；不推断另版本,book,formal,haskell-1980-rev-ed,lines 51–51; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0913,units/works/pietro-da-cortona-rape-of-the-sabines,units/institutions/pinacoteca-capitolina,held_by,本书所述时点,书中保管者,原书图版目录记载的保管机构；不等于核实当前产权,book,formal,haskell-1980-rev-ed,lines 51–51; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0914,units/works/pietro-da-cortona-rape-of-the-sabines,units/places/rome,located_at,本书所述时点,书中位置,书中明确的保管城市，不是作品创作地,book,formal,haskell-1980-rev-ed,lines 51–51; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0915,units/works/pietro-da-cortona-rape-of-the-sabines,units/families/sacchetti-family,owned_by,,历史收藏主体,馆方来源字段Collezione Sacchetti所记历史收藏；不指定家族某一成员、不推定委托或转移年份,external,formal,src-28c1a582d30fd94d,Provenienza：Collezione Sacchetti；Inv. PC 137,https://www.museicapitolini.org/it/opera/ratto-delle-sabine,
rel-0916,units/works/pietro-da-cortona-rape-of-the-sabines,units/institutions/capitoline-museums,held_by,页面访问2026-09-15,馆方目录归属,馆方正式目录登记PC 137；与原书绘画馆保管边是不同机构层级，不表示一次转让,external,formal,src-28c1a582d30fd94d,Ratto delle Sabine单件记录；Inv. PC 137,https://www.museicapitolini.org/it/opera/ratto-delle-sabine,
rel-0917,units/works/pietro-testa-joseph-sold-by-his-brothers,units/persons/pietro-testa,created_by,,图版作品作者,图版目录明确署名；不推断另版本,book,formal,haskell-1980-rev-ed,lines 56–56; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0918,units/works/pietro-testa-joseph-sold-by-his-brothers,units/institutions/pinacoteca-capitolina,held_by,本书所述时点,书中保管者,原书图版目录记载的保管机构；不等于核实当前产权,book,formal,haskell-1980-rev-ed,lines 56–56; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0919,units/works/pietro-testa-joseph-sold-by-his-brothers,units/places/rome,located_at,本书所述时点,书中位置,书中明确的保管城市，不是作品创作地,book,formal,haskell-1980-rev-ed,lines 56–56; 章前：图版目录；印刷页xii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0920,units/works/pietro-testa-rest-on-the-flight-into-egypt,units/institutions/turners-of-cambridge,supplied_by,,本书复制图像供片者,《赞助人与画家》图版18a的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,lines 171–172; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,仅在本书Turners of Cambridge署名粒度确认；未确认具体法律实体。
rel-0921,units/works/pietro-testa-rest-on-the-flight-into-egypt,units/persons/pietro-testa,created_by,,原书图版署名创作者,图版18a,book,formal,haskell-1980-rev-ed,lines 71–71; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0922,units/works/plague-at-ashdod-1631,units/persons/nicolas-poussin,created_by,,,,book,formal,haskell-1980-rev-ed,lines 599–601; print pp. 15,02-sources/02-Markdown/01_CHP-1.md,普桑工作室中的既有初稿；未据此补写创作年份。
rel-0923,units/works/plague-at-ashdod-1631,units/persons/fabrizio-valguarnera,commissioned_by,,看见初稿后商议完成的委托人,完成已有初稿；不是从零委托,book,formal,haskell-1980-rev-ed,lines 599–601; print pp. 15,02-sources/02-Markdown/01_CHP-1.md,看见初稿后商议完成；不是从零委托。
rel-0924,units/works/pompeo-batoni-the-triumph-of-venice,units/persons/pompeo-batoni,created_by,1737,画家,K2149／GL.60.17.60,external,formal,src-2e8388db8c6e300f,作品作者与日期字段,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,
rel-0925,units/works/pompeo-batoni-the-triumph-of-venice,units/persons/marco-foscarini,commissioned_by,1737年完成作品,委托人,K2149,external,formal,src-2e8388db8c6e300f,Provenance：Foscarini委托,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,
rel-0926,units/works/pompeo-batoni-the-triumph-of-venice,units/places/rome,located_at,,委托地点,Foscarini在罗马委托此画,external,formal,src-396de1e48aed9d30,PDF1委托段,https://ncartmuseum.org/wp-content/uploads/2021/06/Curator_Intro_Batoni_Triumph_of_Venice.pdf,
rel-0927,units/works/pompeo-batoni-the-triumph-of-venice,units/places/palazzo-venezia,installed_at,1737完成后,完成后安置建筑,该画原始悬挂场所,external,formal,src-396de1e48aed9d30,PDF2末段,https://ncartmuseum.org/wp-content/uploads/2021/06/Curator_Intro_Batoni_Triumph_of_Venice.pdf,
rel-0928,units/works/pompeo-batoni-the-triumph-of-venice,units/institutions/samuel-h-kress-foundation,acquired_by,1956-11-30,购入者,K2149,external,formal,src-2e8388db8c6e300f,Provenance：基金会购入,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,
rel-0929,units/works/pompeo-batoni-the-triumph-of-venice,units/institutions/samuel-h-kress-foundation,contributed_by,1961,赠予者,K2149赠北卡罗来纳艺术博物馆,external,formal,src-2e8388db8c6e300f,Provenance：1961赠入,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,
rel-0930,units/works/pompeo-batoni-the-triumph-of-venice,units/institutions/north-carolina-museum-of-art,acquired_by,1961,受赠机构,GL.60.17.60,external,formal,src-2e8388db8c6e300f,Provenance：1961赠入,https://www.kressfoundation.org/kress-collection/artwork/84f51f076ea69e90ef971adebc587d9802d0a5f3d6888bb5d9f5554435356c3f,
rel-0931,units/works/pompeo-batoni-the-triumph-of-venice,units/institutions/north-carolina-museum-of-art,held_by,本书所述时点,书中保管机构,图版45,book,formal,haskell-1980-rev-ed,lines 123–123; 章前：图版目录；印刷页xv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0932,units/works/pompeo-batoni-the-triumph-of-venice,units/places/raleigh,located_at,本书所述时点,书中所在城市,图版45,book,formal,haskell-1980-rev-ed,lines 123–123; 章前：图版目录；印刷页xv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0933,units/works/poussin-marriage,units/persons/nicolas-poussin,created_by,,原书署名作者,图版18b,book,formal,haskell-1980-rev-ed,lines 71–71; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0934,units/works/poussin-marriage,units/places/belvoir-castle,located_at,本书所述时点,书中建筑位置,图版18b,book,formal,haskell-1980-rev-ed,lines 71–71; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0935,units/works/poussin-massacre-innocents,units/persons/nicolas-poussin,created_by,,,,book,formal,haskell-1980-rev-ed,lines 373–375; print pp. 10,02-sources/02-Markdown/01_CHP-1.md,与 Reni 同题作分开；具体版本仍保留范围限制。
rel-0936,units/works/poussin-moses-trampling-on-pharaoh-s-crown,units/persons/nicolas-poussin,created_by,,原书署名作者,图版19a,book,formal,haskell-1980-rev-ed,lines 72–72; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0937,units/works/poussin-moses-trampling-on-pharaoh-s-crown,units/institutions/louvre-museum,held_by,本书所述时点,书中保管机构,图版19a,book,formal,haskell-1980-rev-ed,lines 72–72; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0938,units/works/poussin-moses-trampling-on-pharaoh-s-crown,units/institutions/agraci,supplied_by,本书图片来源所载时点,本书复制图像供片者,图版19a,book,formal,haskell-1980-rev-ed,lines 164–164; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0939,units/works/poussin-spring-valguarnera,units/persons/fabrizio-valguarnera,commissioned_by,,,,book,formal,haskell-1980-rev-ed,lines 599–601; print pp. 15,02-sources/02-Markdown/01_CHP-1.md,与安排完成《瘟疫》不同，这是全新委托。
rel-0940,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/persons/rembrandt,created_by,,原书署名作者,图版35a,book,formal,haskell-1980-rev-ed,lines 97–99; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0941,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/persons/aristotle,has_subject,,画中人物,图版35a,book,formal,haskell-1980-rev-ed,lines 97–99; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0942,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/persons/homer,has_subject,,画中胸像代表的人物,图版35a,book,formal,haskell-1980-rev-ed,lines 97–99; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0943,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/institutions/metropolitan-museum-of-art,held_by,本书所述时点,书中保管机构,图版35a,book,formal,haskell-1980-rev-ed,lines 97–99; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0944,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/places/new-york,located_at,本书所述时点,书中所在城市,图版35a,book,formal,haskell-1980-rev-ed,lines 97–99; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0945,units/works/rembrandt-aristotle-contemplating-the-bust-of-homer,units/institutions/metropolitan-museum-of-art,acquired_by,1961,购入机构,图版35a所列购入记录,book,formal,haskell-1980-rev-ed,lines 97–99; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0946,units/works/reni-justice-embracing-peace,units/persons/duke-mantua-reni-1617,commissioned_by,,,,book,formal,haskell-1980-rev-ed,lines 531–534; print pp. 14,02-sources/02-Markdown/01_CHP-1.md,1617 年公爵给尺寸并许慷慨酬谢；只使用此时段公爵身份。
rel-0947,units/works/reni-massacre-innocents,units/persons/guido-reni,created_by,,,,book,formal,haskell-1980-rev-ed,lines 373–375; print pp. 10,02-sources/02-Markdown/01_CHP-1.md,本章提及 Reni 的同题作品；寻找合同是作者愿望，非已核合同。
rel-0948,units/works/ribera-the-drunken-silenus,units/persons/ribera,created_by,1626,画家,ICCD1500626054／Q298,external,formal,src-f422deec776aa514,作者与断代字段,https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/1500626054,
rel-0949,units/works/ribera-the-drunken-silenus,units/institutions/museo-di-capodimonte,held_by,,所引馆藏记录保管机构,Q298,external,formal,src-f422deec776aa514,库存及定位字段,https://catalogo.beniculturali.it/detail/HistoricOrArtisticProperty/1500626054,
rel-0950,units/works/ribera-the-drunken-silenus,units/places/naples,located_at,本书所述时点,书中所在城市,图版32a,book,formal,haskell-1980-rev-ed,lines 92–92; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0951,units/works/ricci-beheading-john-baptist-1682,units/institutions/confraternita-san-giovanni-battista-decollato-bologna,commissioned_by,,,,book,formal,haskell-1980-rev-ed,lines 326–328; print pp. 9,02-sources/02-Markdown/01_CHP-1.md,善会为原文要求作画的委托人。
rel-0952,units/works/ricci-beheading-john-baptist-1682,units/persons/sebastiano-ricci,created_by,,,,external,formal,src-df33b365c71d007d,人物卡 S6；1682-09-28合同段,https://www.treccani.it/enciclopedia/sebastiano-ricci_(Dizionario-Biografico)/,1682年合同对象由里奇创作；DBI说明作品已佚，不把委托等同现存。
rel-0953,units/works/romanelli-romulus-and-remus,units/persons/romanelli,created_by,,所据顶画作者,图版26b所据顶画；局部复制范围,book,formal,haskell-1980-rev-ed,lines 79–79; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0954,units/works/romanelli-romulus-and-remus,units/institutions/bibliotheque-nationale,held_by,本书所述时点,书中顶画所在机构,图版26b所据顶画；局部复制范围,book,formal,haskell-1980-rev-ed,lines 79–79; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0955,units/works/romanelli-romulus-and-remus,units/places/palais-mazarin,located_at,本书所述时点,书中顶画所在建筑,图版26b所据顶画；局部复制范围,book,formal,haskell-1980-rev-ed,lines 79–79; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0956,units/works/rosa-regulus-study-princeton,units/persons/salvator-rosa,created_by,约1652,素描作者,x1948-610单件准备稿,external,formal,src-574c245a5df7710c,Maker、Dates,https://artmuseum.princeton.edu/art/collections/objects/8060,
rel-0957,units/works/rosa-regulus-study-princeton,units/works/salvator-rosa-the-death-of-regulus,model_for,约1652,油画准备稿,x1948-610单件准备稿,external,formal,src-574c245a5df7710c,作品说明：preliminary sketch for The Death of Regulus,https://artmuseum.princeton.edu/art/collections/objects/8060,
rel-0958,units/works/rosa-regulus-study-princeton,units/institutions/princeton-university-art-museum,held_by,来源访问时点2026-09-15,当前保管机构,x1948-610单件准备稿,external,formal,src-574c245a5df7710c,Object Number x1948-610及Citation,https://artmuseum.princeton.edu/art/collections/objects/8060,
rel-0959,units/works/rosa-regulus-study-princeton,units/persons/dan-fellows-platt,contributed_by,,遗赠者,x1948-610准备稿的遗赠来源，未载生效日期,external,formal,src-574c245a5df7710c,Credit Line: Bequest of Dan Fellows Platt,https://artmuseum.princeton.edu/art/collections/objects/8060,
rel-0960,units/works/rubens-chiesa-nuova-altarpiece-1606,units/places/chiesa-nuova,located_at,,,,book,formal,haskell-1980-rev-ed,lines 402–404; print pp. 11,02-sources/02-Markdown/01_CHP-1.md,委托指定的教堂场所。
rel-0961,units/works/rubens-chiesa-nuova-altarpiece-1606,units/persons/peter-paul-rubens,created_by,,,,book,formal,haskell-1980-rev-ed,lines 402–404; print pp. 11,02-sources/02-Markdown/01_CHP-1.md,1606年鲁本斯承担新教堂祭坛画，并在正式接受前展示作品。
rel-0962,units/works/rubens-the-feast-of-herod,units/persons/peter-paul-rubens,created_by,约1635–1638,画家,NG 2193布面油画,external,formal,src-a8fa0b52a9fb1c9f,Artist、Date、Accession number,https://www.nationalgalleries.org/art-and-artists/5382,
rel-0963,units/works/rubens-the-feast-of-herod,units/institutions/national-gallery-of-scotland,held_by,,原书保管机构,原书图版35b所列保管单馆；不把当前总机构或库房粒度并入此端点,book,formal,haskell-1980-rev-ed,lines 100–100; 章前：图版目录；印刷页xiv,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0964,units/works/rubens-the-feast-of-herod,units/places/naples,located_at,至1640年,历史到达城市,至1640年已运抵该城；未确定建筑或此后迁出时间,external,formal,src-a8fa0b52a9fb1c9f,More about this artwork：2015年说明的运抵那不勒斯段,https://www.nationalgalleries.org/art-and-artists/5382,
rel-0965,units/works/sacchi-capuchin-altarpiece-modello,units/persons/andrea-sacchi,created_by,,,,book,formal,haskell-1980-rev-ed,lines 467–468; print pp. 12,02-sources/02-Markdown/01_CHP-1.md,脚注明确 Sacchi 的祭坛画 modello；OCR Sacelli 依语境纠正。
rel-0966,units/works/sacchi-capuchin-altarpiece-modello,units/persons/denis-mahon,owned_by,,本书记录时的收藏者,历史收藏状态；不延伸到今天,book,formal,haskell-1980-rev-ed,lines 467–468; print pp. 12,02-sources/02-Markdown/01_CHP-1.md,本书记录时属于 Mahon 收藏，不延伸到今天。
rel-0967,units/works/sacchi-capuchin-altarpiece-modello,units/institutions/colnaghi,handled_by,1961-05–1961-06,画商／目录经手机构,Colnaghi目录第2号所涉经手记录,book,formal,haskell-1980-rev-ed,lines 467–468; print pp. 12,02-sources/02-Markdown/01_CHP-1.md,1961 年 5–6 月目录号 2 所涉画商经手记录。
rel-0968,units/works/salvator-rosa-satyrs-carousing-with-maidens,units/persons/salvator-rosa,created_by,known by the attached sale note of 1663-06-02; no exact execution date established,painter named in the attached note; the lot catalogue also reports a strengthened signature ‘Rosa’,painting described in the sale note; relationship to the surviving auction canvas remains a candidate match,external,formal,,"printed p. 169, footnote (1) identifies the attached note as made by Salvator Rosa; the note describes this painting",https://archive.org/stream/bollettinodarte10italuoft/bollettinodarte10italuoft_djvu.txt,
rel-0969,units/works/salvator-rosa-satyrs-carousing-with-maidens,units/persons/antonio-ruffo,acquired_by,date not stated; the 1916 footnote annotates the 1663-06-02 sale list,buyer,painting described in Rosa's attached 1663 sales note; later inventory identification does not by itself identify the surviving Bonhams lot 26 canvas,external,formal,,"printed p. 169, footnote (2): this painting was bought by Don Antonio Ruffo and listed as ‘Due Satiri e tre Ninfe che scherzano’",https://archive.org/stream/bollettinodarte10italuoft/bollettinodarte10italuoft_djvu.txt,
rel-0970,units/works/salvator-rosa-the-death-of-regulus,units/persons/salvator-rosa,created_by,本书所述时点,画家,本书图版23b油画；区别普林斯顿准备稿,book,formal,haskell-1980-rev-ed,lines 76–76; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0971,units/works/salvator-rosa-the-death-of-regulus,units/institutions/virginia-museum-of-fine-arts,held_by,本书所述时点,书中保管机构,本书图版23b油画；区别普林斯顿准备稿,book,formal,haskell-1980-rev-ed,lines 76–76; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0972,units/works/salvio-savini-pala-del-voto,units/persons/saverio-savini,created_by,commissioned 1608-03-25; delivered 1610,painter,"Pala del Voto, the Gubbio community's votive altarpiece; not the 1605 birth event depicted",external,formal,,"PDF p.20, printed p.21, II Quadro: ‘allogato al pittore fiorentino Salvio Savini’; delivered 1610",https://www.eugubininelmondo.com/public/GuidaBasilica2015.pdf,
rel-0973,units/works/salvio-savini-pala-del-voto,units/institutions/gubbio-civic-magistracy,commissioned_by,commissioned 1608-03-25,collective commissioner,"The community's vowed altar and the painting commissioned for it; the 1606 Barocci proposal is earlier context, not the Savini commission record.",external,formal,,"PDF p.20, printed p.21, II Quadro: ‘commissioned for the altar the community had vowed to its patron’",https://www.eugubininelmondo.com/public/GuidaBasilica2015.pdf,
rel-0974,units/works/salvio-savini-pala-del-voto,units/places/basilica-di-sant-ubaldo,located_at,2022 leaflet's stated location,displayed within the votive chapel,The guide locates the painting in Cappella del Voto; this does not establish its original installation date or ownership.,external,formal,src-5a5f9367dd38b76b,"interior guide, panel for the five naves: ‘Pala del Voto, nella cappella votiva’",https://www.eugubininelmondo.com/public/Bollettino_S.Ubaldo_giu_2022.pdf,
rel-0975,units/works/sassoferrato-madonna-and-child,units/persons/sassoferrato,created_by,,原书署名作者,图版21b,book,formal,haskell-1980-rev-ed,lines 74–74; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0976,units/works/sassoferrato-madonna-and-child,units/places/rome,located_at,本书所述时点,书中所在城市,图版21b,book,formal,haskell-1980-rev-ed,lines 74–74; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0977,units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,units/persons/sassoferrato,created_by,1643付款,画家,为Santa Sabina绘画，40 scudi付款,external,formal,src-56bce89cb622dfa1,Madonna del Rosario委托及1643付款段,https://www.treccani.it/enciclopedia/salvi-giovanni-battista-detto-il-sassoferrato_(Dizionario-Biografico)/,
rel-0978,units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,units/persons/olimpia-aldobrandini,commissioned_by,1643付款所涉委托,委托人,来源称Olimpia Pamphili principessa di Rossano，并称其夫Camillo；采用该人身份，姓氏不表明1643已再婚,external,formal,src-56bce89cb622dfa1,Madonna del Rosario委托、1643付款及Camillo suo marito段,https://www.treccani.it/enciclopedia/salvi-giovanni-battista-detto-il-sassoferrato_(Dizionario-Biografico)/,
rel-0979,units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,units/places/s-sabina,intended_for,1643付款所涉作品,为之创作的教堂,Madonna del Rosario,external,formal,src-56bce89cb622dfa1,per la chiesa domenicana di S.Sabina及付款段,https://www.treccani.it/enciclopedia/salvi-giovanni-battista-detto-il-sassoferrato_(Dizionario-Biografico)/,
rel-0980,units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,units/places/cappella-delci-santa-sabina,installed_at,,所引地点说明中的安置空间,Madonna del Rosario,external,formal,src-ec7785b2c3c814ef,cappella d’Elci与Sassoferrato作品说明,https://www.italia.it/it/lazio/roma/s-sabina-all-aventino,
rel-0981,units/works/sassoferrato-madonna-of-the-rosary-with-saints-dominic-and-catherine,units/places/rome,located_at,本书所述时点,书中所在城市,图版21a,book,formal,haskell-1980-rev-ed,lines 74–74; 章前：图版目录；印刷页xiii,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0982,units/works/sebastiano-ricci-pan-and-syrinx,units/institutions/soprintendenza-alle-gallerie-florence,supplied_by,,本书复制图像供片者,《赞助人与画家》图版38b的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,lines 170–171; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0983,units/works/sebastiano-ricci-rape-of-europa,units/institutions/soprintendenza-alle-gallerie-florence,supplied_by,,本书复制图像供片者,《赞助人与画家》图版38a的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,lines 170–171; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0984,units/works/sebastiano-ricci-venus-and-adonis,units/institutions/soprintendenza-alle-gallerie-florence,supplied_by,,本书复制图像供片者,《赞助人与画家》图版39的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,lines 170–171; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0985,units/works/solimena-dido-and-aeneas,units/persons/solimena,created_by,约1712–1714,画家,MFAH2000.92单件油画；历史安置与现藏角色分开,external,formal,src-51d2e770274dd08a,Artist、Date,https://emuseum.mfah.org/objects/48122/visit,
rel-0986,units/works/solimena-dido-and-aeneas,units/persons/raimondo-buonaccorsi,commissioned_by,约1712–1714,委托人,MFAH2000.92单件油画；历史安置与现藏角色分开,external,formal,src-51d2e770274dd08a,Description与Provenance：painted for Count Raimondo Buonaccorsi,https://emuseum.mfah.org/objects/48122/visit,
rel-0987,units/works/solimena-dido-and-aeneas,units/places/naples,located_at,约1712–1714,创作城市,MFAH2000.92单件油画；历史安置与现藏角色分开,external,formal,src-51d2e770274dd08a,Place made: Naples,https://emuseum.mfah.org/objects/48122/visit,
rel-0988,units/works/solimena-dido-and-aeneas,units/places/gallery-palazzo-buonaccorsi,installed_at,原始宫廷陈设阶段,原安置画廊,MFAH2000.92单件油画；历史安置与现藏角色分开,external,formal,src-51d2e770274dd08a,Description及Provenance：Buonaccorsi gallery,https://emuseum.mfah.org/objects/48122/visit,
rel-0989,units/works/solimena-dido-and-aeneas,units/institutions/museum-of-fine-arts-houston,acquired_by,2000,购藏机构,MFAH2000.92单件油画；历史安置与现藏角色分开,external,formal,src-51d2e770274dd08a,"Provenance：purchased by MFAH,2000",https://emuseum.mfah.org/objects/48122/visit,
rel-0990,units/works/solimena-dido-and-aeneas,units/institutions/museum-of-fine-arts-houston,held_by,来源访问时点2026-09-15,保管机构,MFAH2000.92单件油画；历史安置与现藏角色分开,external,formal,src-51d2e770274dd08a,2000.92及Provenance,https://emuseum.mfah.org/objects/48122/visit,
rel-0991,units/works/tiepolo-banquet-cognacq-jay,units/persons/giambattista-tiepolo,created_by,1742–1743,画家,J 104巴黎预备版本，区别墨尔本藏本,external,formal,,Auteur(s)、Date de production、Numéro d’inventaire,https://www.parismuseescollections.paris.fr/fr/musee-cognacq-jay/oeuvres/le-banquet-de-cleopatre,
rel-0992,units/works/tiepolo-banquet-cognacq-jay,units/institutions/musee-cognacq-jay,held_by,,保管机构,J 104保管机构,external,formal,,Institution、Numéro d’inventaire,https://www.parismuseescollections.paris.fr/fr/musee-cognacq-jay/oeuvres/le-banquet-de-cleopatre,
rel-0993,units/works/tiepolo-banquet-cognacq-jay,units/works/tiepolo-banquet-victoria,model_for,1742–1743,预备版本,馆方明确称巴黎J 104为墨尔本1743–1744作品的modello及version préparatoire；非泛指全部同题作品,external,formal,,Commentaire historique,https://www.parismuseescollections.paris.fr/fr/musee-cognacq-jay/oeuvres/le-banquet-de-cleopatre,
rel-0994,units/works/tiepolo-banquet-cognacq-jay,units/institutions/city-of-paris,acquired_by,1928,遗赠受益主体,J 104随Cognacq收藏于1928年遗赠给巴黎市；Musée Cognacq-Jay为保管馆，1929年开馆,external,formal,src-5d8c8c92662ec499,The museum located Boulevard des Capucines：City of Paris为遗赠受益主体；具体J 104见本卡取得记录,https://www.museecognacqjay.paris.fr/en/museum/history-museum,
rel-0995,units/works/tiepolo-banquet-cognacq-jay,units/persons/ernest-cognacq,contributed_by,1928,遗赠者,J 104具体遗赠者，区别夫妻共同形成收藏的总体表述,external,formal,,"Nom du donateur, testateur, vendeur、Date d’acquisition",https://www.parismuseescollections.paris.fr/fr/musee-cognacq-jay/oeuvres/le-banquet-de-cleopatre,
rel-0996,units/works/tiepolo-banquet-victoria,units/institutions/royal-academy,supplied_by,,本书复制图像供片者,《赞助人与画家》图版61b的复制图像；不表示作品创作者、所有者或保管者,book,formal,haskell-1980-rev-ed,lines 168–169; 章前：图片来源；印刷页xvi,02-sources/02-Markdown/00_05_List_of_Plates.md,
rel-0997,units/works/tiepolo-banquet-victoria,units/persons/giambattista-tiepolo,created_by,1743–1744,画家,103-4墨尔本藏本，区别巴黎J 104,external,formal,src-3e2fa9e50de73317,题头及Accession Number,https://www.ngv.vic.gov.au/explore/collection/work/4409/,
rel-0998,units/works/tiepolo-banquet-victoria,units/institutions/national-gallery-of-victoria,held_by,,保管机构,103-4馆藏；具体馆内展室随目录时点，不作所有年代定位,external,formal,src-3e2fa9e50de73317,Credit Line、Gallery location、Accession Number,https://www.ngv.vic.gov.au/explore/collection/work/4409/,
rel-0999,units/works/tiepolo-banquet-victoria,units/institutions/national-gallery-of-victoria,acquired_by,1933,取得机构,103-4于1933取得；Felton Bequest为资金／收藏来源署名，不推定Felton本人当年直接赠画,external,formal,src-3e2fa9e50de73317,Credit Line及Frame：acquired by the National Gallery of Victoria in 1933,https://www.ngv.vic.gov.au/explore/collection/work/4409/,
